date,year,time,site,block,treatment,site_type,wetland_id,pair_id,temp,water,wind,species,method,25m,50m,total
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,WEVI,,1,,1
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,NOCA,,3,,3
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,TUTI,,1,1,2
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,RBWO,,,1,1
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,CACH,,,1,1
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,NOPA,,1,,1
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,AMRO,,,1,1
5/16/2023,2023,6:50,halidon,4,none,wetland,HH02,UP02A,65,no,0,REVI,,,1,1
5/16/2023,2023,7:03,halidon,4,none,upland,UP02A,HH02,65,,0,SUTA,,1,,1
5/16/2023,2023,7:03,halidon,4,none,upland,UP02A,HH02,65,,0,INBU,,1,,1
5/16/2023,2023,7:03,halidon,4,none,upland,UP02A,HH02,65,,0,TUTI,,,1,1
5/16/2023,2023,7:03,halidon,4,none,upland,UP02A,HH02,65,,0,BHCO,,,1,1
5/16/2023,2023,7:03,halidon,4,none,upland,UP02A,HH02,65,,0,AMRO,,,1,1
5/16/2023,2023,7:12,halidon,4,none,wetland,HH01,UP01A,68,no,0,COYE,,2,1,3
5/16/2023,2023,7:12,halidon,4,none,wetland,HH01,UP01A,68,no,0,NOCA,,1,,1
5/16/2023,2023,7:12,halidon,4,none,wetland,HH01,UP01A,68,no,0,INBU,,,1,1
5/16/2023,2023,7:25,halidon,4,none,upland,UP01A,HH01,69,,0,TUTI,,,1,1
5/16/2023,2023,7:25,halidon,4,none,upland,UP01A,HH01,69,,0,NOCA,,,1,1
5/16/2023,2023,7:25,halidon,4,none,upland,UP01A,HH01,69,,0,EABL,,,1,1
5/16/2023,2023,7:45,halidon,4,none,wetland,HH04,UP04,72,no,0,TUTI,,2,,2
5/16/2023,2023,7:45,halidon,4,none,wetland,HH04,UP04,72,no,0,COYE,,,1,1
5/16/2023,2023,7:45,halidon,4,none,wetland,HH04,UP04,72,no,0,BGGN,,1,,1
5/16/2023,2023,8:01,halidon,4,none,upland,UP04,HH04,72,,0,COYE,,1,1,2
5/16/2023,2023,8:01,halidon,4,none,upland,UP04,HH04,72,,0,YBCH,,,1,1
5/16/2023,2023,8:01,halidon,4,none,upland,UP04,HH04,72,,0,EABL,,,2,2
5/16/2023,2023,8:01,halidon,4,none,upland,UP04,HH04,72,,0,OROR,,1,,1
5/16/2023,2023,8:01,halidon,4,none,upland,UP04,HH04,72,,0,NOCA,,1,,1
5/16/2023,2023,8:01,halidon,4,none,upland,UP04,HH04,72,,0,EAKI,,,1,1
5/16/2023,2023,8:30,halidon,4,none,upland,UP05A,HH05,74,,0,PIWA,,2,1,3
5/16/2023,2023,8:30,halidon,4,none,upland,UP05A,HH05,74,,0,COYE,,,1,1
5/16/2023,2023,8:30,halidon,4,none,upland,UP05A,HH05,74,,0,EATO,,,1,1
5/16/2023,2023,8:30,halidon,4,none,upland,UP05A,HH05,74,,0,BHNU,,,1,1
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,SUTA,,2,,2
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,BGGN,,2,,2
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,PIWA,,,1,1
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,YBCH,,,1,1
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,GCFL,,,1,1
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,COYE,,,1,1
5/16/2023,2023,8:20,halidon,4,none,wetland,HH05,UP05A,72,no,0,BHNU,,,2,2
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,DOWO,,1,,1
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,PIWA,,1,,1
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,NOCA,,,1,1
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,COYE,,1,,1
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,BGGN,,2,,2
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,BHNU,,,1,1
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,CARW,,2,1,3
5/16/2023,2023,8:45,halidon,4,none,wetland,HH07,UP07A,76,no,5,TUTI,,,1,1
6/1/2023,2023,8:02,halidon,7,none,upland,UP46A,HH46,68,,8,COYE,,1,1,2
6/1/2023,2023,8:02,halidon,7,none,upland,UP46A,HH46,68,,8,BASP,,1,1,2
6/1/2023,2023,8:02,halidon,7,none,upland,UP46A,HH46,68,,8,EABL,,,1,1
6/1/2023,2023,8:02,halidon,7,none,upland,UP46A,HH46,68,,8,MODO,,,2,2
6/1/2023,2023,8:02,halidon,7,none,upland,UP46A,HH46,68,,8,EAKI,,,1,1
6/1/2023,2023,8:02,halidon,7,none,upland,UP46A,HH46,68,,8,BGGN,,,1,1
6/5/2023,2023,6:56,halidon,1,cut leave,wetland,HH13,UP13A,59,yes,3,COYE,,1,1,2
6/5/2023,2023,6:56,halidon,1,cut leave,wetland,HH13,UP13A,59,yes,3,TUTI,,1,2,3
6/5/2023,2023,6:56,halidon,1,cut leave,wetland,HH13,UP13A,59,yes,3,EATO,,,1,1
6/5/2023,2023,6:56,halidon,1,cut leave,wetland,HH13,UP13A,59,yes,3,GCFL,,1,,1
6/5/2023,2023,6:56,halidon,1,cut leave,wetland,HH13,UP13A,59,yes,3,RBWO,,,1,1
6/5/2023,2023,7:08,halidon,1,canopy clear,upland,UP34rA,HH34r,60,,3,EAKI,,1,1,2
6/5/2023,2023,7:08,halidon,1,canopy clear,upland,UP34rA,HH34r,60,,3,BGGN,,1,,1
6/5/2023,2023,7:08,halidon,1,canopy clear,upland,UP34rA,HH34r,60,,3,NOCA,,,1,1
6/5/2023,2023,7:08,halidon,1,canopy clear,upland,UP34rA,HH34r,60,,3,COYE,,,1,1
6/5/2023,2023,7:08,halidon,1,canopy clear,upland,UP34rA,HH34r,60,,3,BASP,,,1,1
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,COYE,,,1,1
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,EAKI,,,2,2
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,TUTI,,1,1,2
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,RHWO,,1,,1
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,BLGR,,1,,1
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,BGGN,,,2,2
6/5/2023,2023,7:19,halidon,1,cut remove,wetland,HH34r,UP34rA,60,yes,4,NOMO,,1,,1
6/5/2023,2023,7:29,halidon,1,canopy clear,upland,UP01A,HH01,62,,4,BHNU,,2,,2
6/5/2023,2023,7:29,halidon,1,canopy clear,upland,UP01A,HH01,62,,4,EAKI,,2,1,3
6/5/2023,2023,7:29,halidon,1,canopy clear,upland,UP01A,HH01,62,,4,NOCA,,,1,1
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,TUTI,,1,,1
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,NOCA,,3,,3
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,RBWO,,1,,1
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,GCFL,,2,,2
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,NOMO,,,1,1
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,BGGN,,1,,1
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,CARW,,1,,1
6/5/2023,2023,7:37,halidon,1,cut remove,wetland,HH34r,UP34rA,63,yes,3,EABL,,,1,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,EAWP,,1,,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,EABL,,,1,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,BASP,,,1,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,BHNU,,,1,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,COYE,,,1,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,RBWO,,1,,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,NOCA,,1,,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,CHSP,,,1,1
6/5/2023,2023,7:48,halidon,1,none,wetland,HH33,UP33A,65,no,5,CARW,,,1,1
6/5/2023,2023,8:03,halidon,1,canopy clear,upland,UP33A,HH33,66,,6,BLGR,,,1,1
6/5/2023,2023,8:03,halidon,1,canopy clear,upland,UP33A,HH33,66,,6,NOCA,,,1,1
6/5/2023,2023,8:03,halidon,1,canopy clear,upland,UP33A,HH33,66,,6,EATO,,,1,1
6/5/2023,2023,8:03,halidon,1,canopy clear,upland,UP33A,HH33,66,,6,EAKI,,,2,2
6/5/2023,2023,8:03,halidon,1,canopy clear,upland,UP33A,HH33,66,,6,SUTA,,1,,1
6/5/2023,2023,8:12,halidon,7,canopy clear,upland,UP31A,HH31,66,,5,PIWA,,,1,1
6/5/2023,2023,8:12,halidon,7,canopy clear,upland,UP31A,HH31,66,,5,COYE,,,1,1
6/5/2023,2023,8:12,halidon,7,canopy clear,upland,UP31A,HH31,66,,5,BHNU,,,2,2
6/5/2023,2023,8:12,halidon,7,canopy clear,upland,UP31A,HH31,66,,5,DOWO,,1,,1
6/5/2023,2023,8:12,halidon,7,canopy clear,upland,UP31A,HH31,66,,5,EATO,,,1,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,BGGN,,1,,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,NOCA,,,2,2
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,COYE,,,1,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,PIWA,,,1,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,BHNU,,,1,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,DOWO,,1,,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,EATO,,,1,1
6/5/2023,2023,8:21,halidon,1,none,wetland,HH32,#N/A,66,yes,6,OROR,,1,,1
6/5/2023,2023,8:37,halidon,7,cut remove,wetland,HH31,UP31A,67,yes,6,COYE,,1,,1
6/5/2023,2023,8:37,halidon,7,cut remove,wetland,HH31,UP31A,67,yes,6,PIWA,,,1,1
6/5/2023,2023,8:37,halidon,7,cut remove,wetland,HH31,UP31A,67,yes,6,NOCA,,,1,1
6/5/2023,2023,8:37,halidon,7,cut remove,wetland,HH31,UP31A,67,yes,6,RBWO,,,2,2
6/5/2023,2023,8:37,halidon,7,cut remove,wetland,HH31,UP31A,67,yes,6,EAKI,,1,,1
6/5/2023,2023,8:48,halidon,7,none,wetland,HH30,UP30A,68,yes,7,EABL,,,1,1
6/5/2023,2023,8:48,halidon,7,none,wetland,HH30,UP30A,68,yes,7,COYE,,1,2,3
6/5/2023,2023,8:48,halidon,7,none,wetland,HH30,UP30A,68,yes,7,EAWP,,,1,1
6/5/2023,2023,8:48,halidon,7,none,wetland,HH30,UP30A,68,yes,7,YBCH,,1,,1
6/6/2023,2023,6:55,halidon,7,none,wetland,HH46,UP46A,64,yes,0,BASP,,,1,1
6/6/2023,2023,6:55,halidon,7,none,wetland,HH46,UP46A,64,yes,0,CACH,,1,,1
6/6/2023,2023,6:55,halidon,7,none,wetland,HH46,UP46A,64,yes,0,COYE,,2,1,3
6/6/2023,2023,6:55,halidon,7,none,wetland,HH46,UP46A,64,yes,0,EABL,,,1,1
6/6/2023,2023,6:55,halidon,7,none,wetland,HH46,UP46A,64,yes,0,GCFL,,,1,1
6/6/2023,2023,6:55,halidon,7,none,wetland,HH46,UP46A,64,yes,0,EATO,,,1,1
6/6/2023,2023,7:05,halidon,7,none,wetland,HH45,UP45A,65,no,0,BGGN,,1,,1
6/6/2023,2023,7:05,halidon,7,none,wetland,HH45,UP45A,65,no,0,BLGR,,2,,2
6/6/2023,2023,7:27,halidon,7,none,upland,UP45A,HH45,66,,1,NOMO,,,1,1
6/6/2023,2023,7:27,halidon,7,none,upland,UP45A,HH45,66,,1,COYE,,1,,1
6/6/2023,2023,7:27,halidon,7,none,upland,UP45A,HH45,66,,1,BGGN,,,1,1
6/6/2023,2023,7:27,halidon,7,none,upland,UP45A,HH45,66,,1,OROR,,1,,1
6/6/2023,2023,7:27,halidon,7,none,upland,UP45A,HH45,66,,1,EAKI,,,2,2
6/6/2023,2023,7:45,halidon,7,none,wetland,HH43,UP43A,68,no,0,CARW,,1,,1
6/6/2023,2023,7:45,halidon,7,none,wetland,HH43,UP43A,68,no,0,GCFL,,,1,1
6/6/2023,2023,7:45,halidon,7,none,wetland,HH43,UP43A,68,no,0,TUTI,,1,1,2
6/6/2023,2023,7:56,halidon,7,canopy clear,upland,UP43A,HH43,69,,1,EATO,,1,,1
6/6/2023,2023,7:56,halidon,7,canopy clear,upland,UP43A,HH43,69,,1,COYE,,,2,2
6/6/2023,2023,7:56,halidon,7,canopy clear,upland,UP43A,HH43,69,,1,BGGN,,,1,1
6/6/2023,2023,7:56,halidon,7,canopy clear,upland,UP43A,HH43,69,,1,RBWO,,1,,1
6/6/2023,2023,7:56,halidon,7,canopy clear,upland,UP43A,HH43,69,,1,TUTI,,1,,1
6/6/2023,2023,7:56,halidon,7,canopy clear,upland,UP43A,HH43,69,,1,NOPA,,,1,1
6/6/2023,2023,8:14,halidon,1,canopy clear,upland,UP13A,HH13,70,,4,GCFL,,1,1,2
6/6/2023,2023,8:14,halidon,1,canopy clear,upland,UP13A,HH13,70,,4,NOCA,,1,,1
6/6/2023,2023,8:14,halidon,1,canopy clear,upland,UP13A,HH13,70,,4,SUTA,,1,,1
6/6/2023,2023,8:14,halidon,1,canopy clear,upland,UP13A,HH13,70,,4,BHCO,,,2,2
6/6/2023,2023,8:14,halidon,1,canopy clear,upland,UP13A,HH13,70,,4,RBWO,,,1,1
6/6/2023,2023,8:25,halidon,2,none,wetland,HH14,UP02,71,,3,COGR,,,2,2
6/6/2023,2023,8:25,halidon,2,none,wetland,HH14,UP02,71,,3,BGGN,,2,,2
6/6/2023,2023,8:25,halidon,2,none,wetland,HH14,UP02,71,,3,COYE,,,1,1
6/6/2023,2023,8:35,halidon,4,canopy clear,upland,UP02,HH14,72,,4,BASP,,,1,1
6/6/2023,2023,8:35,halidon,4,canopy clear,upland,UP02,HH14,72,,4,BHNU,,1,1,2
6/6/2023,2023,8:35,halidon,4,canopy clear,upland,UP02,HH14,72,,4,EABL,,1,,1
6/6/2023,2023,8:35,halidon,4,canopy clear,upland,UP02,HH14,72,,4,PIWA,,1,,1
6/6/2023,2023,8:52,halidon,4,none,wetland,HH07,UP07A,72,,2,COYE,,,2,2
6/6/2023,2023,8:52,halidon,4,none,wetland,HH07,UP07A,72,,2,BRTH,,1,,1
6/6/2023,2023,8:52,halidon,4,none,wetland,HH07,UP07A,72,,2,SUTA,,2,,2
6/6/2023,2023,8:52,halidon,4,none,wetland,HH07,UP07A,72,,2,BGGN,,1,1,2
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,TUTI,,,1,1
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,PIWA,,,2,2
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,BHNU,,,1,1
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,EAWP,,,1,1
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,RBWO,,,1,1
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,COYE,,,1,1
5/20/2023,2023,7:37,halidon,1,canopy clear,upland,UP13A,HH13,68,,3,DOWO,,1,,1
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,PIWO,,2,,2
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,CARW,,1,,1
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,BGGN,,2,,2
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,EATO,,,1,1
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,RBWO,,,1,1
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,NOCA,,5,,5
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,COYE,,1,,1
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,PIWA,,,1,1
5/20/2023,2023,7:50,halidon,1,cut leave,wetland,HH13,UP13A,69,,2,MODO,,1,,1
5/20/2023,2023,8:04,halidon,1,cut remove,wetland,HH34r,UP34rA,70,,3,BGGN,,2,1,3
5/20/2023,2023,8:04,halidon,1,cut remove,wetland,HH34r,UP34rA,70,,3,INBU,,,1,1
5/20/2023,2023,8:04,halidon,1,cut remove,wetland,HH34r,UP34rA,70,,3,RHWO,,,2,2
5/20/2023,2023,8:04,halidon,1,cut remove,wetland,HH34r,UP34rA,70,,3,YBCH,,,1,1
5/20/2023,2023,8:04,halidon,1,cut remove,wetland,HH34r,UP34rA,70,,3,COYE,,,2,2
5/20/2023,2023,6:58,halidon,4,none,upland,UP07A,HH07,66,,0,EATO,,2,1,3
5/20/2023,2023,6:58,halidon,4,none,upland,UP07A,HH07,66,,0,COYE,,,1,1
5/20/2023,2023,6:58,halidon,4,none,upland,UP07A,HH07,66,,0,RBWO,,,1,1
5/20/2023,2023,6:58,halidon,4,none,upland,UP07A,HH07,66,,0,BGGN,,,1,1
5/20/2023,2023,7:12,halidon,2,canopy clear,upland,UP02,HH14,66,,1,EAKI,,,1,1
5/20/2023,2023,7:12,halidon,2,canopy clear,upland,UP02,HH14,66,,1,KILL,,,2,2
5/20/2023,2023,7:12,halidon,2,canopy clear,upland,UP02,HH14,66,,1,BASP,,1,,1
5/20/2023,2023,7:12,halidon,2,canopy clear,upland,UP02,HH14,66,,1,PIWA,,,1,1
5/20/2023,2023,7:12,halidon,2,canopy clear,upland,UP02,HH14,66,,1,BHNU,,1,,1
5/20/2023,2023,7:23,halidon,2,none,wetland,HH14,UP02,67,yes,2,NOMO,,,1,1
5/20/2023,2023,7:23,halidon,2,none,wetland,HH14,UP02,67,yes,2,BASP,,1,1,2
5/20/2023,2023,7:23,halidon,2,none,wetland,HH14,UP02,67,yes,2,BGGN,,2,,2
5/20/2023,2023,7:23,halidon,2,none,wetland,HH14,UP02,67,yes,2,EAKI,,1,,1
5/20/2023,2023,7:23,halidon,2,none,wetland,HH14,UP02,67,yes,2,MODO,,,1,1
5/20/2023,2023,7:23,halidon,2,none,wetland,HH14,UP02,67,yes,2,COGR,,,2,2
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,BHNU,,3,,3
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,EATO,,2,,2
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,EAWP,,,1,1
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,BGGN,,2,,2
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,WBNU,,,1,1
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,PIWA,,1,1,2
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,GCFL,,,2,2
5/20/2023,2023,9:00,halidon,2,none,wetland,HH22,UP22A,70,yes,5,BLGR,,,1,1
5/20/2023,2023,9:11,halidon,2,canopy clear,upland,UP22A,HH22,70,,5,COYE,,,3,3
5/20/2023,2023,9:11,halidon,2,canopy clear,upland,UP22A,HH22,70,,5,BASP,,1,,1
5/20/2023,2023,9:11,halidon,2,canopy clear,upland,UP22A,HH22,70,,5,TUTI,,,1,1
5/20/2023,2023,9:11,halidon,2,canopy clear,upland,UP22A,HH22,70,,5,CARW,,,1,1
5/20/2023,2023,9:11,halidon,2,canopy clear,upland,UP22A,HH22,70,,5,PIWA,,,1,1
5/20/2023,2023,9:11,halidon,2,canopy clear,upland,UP22A,HH22,70,,5,GCFL,,,1,1
5/22/2023,2023,7:07,halidon,3,canopy clear,upland,UP48A,HH48,67,,8,BGGN,,2,,2
5/22/2023,2023,7:07,halidon,3,canopy clear,upland,UP48A,HH48,67,,8,EABL,,,1,1
5/22/2023,2023,7:07,halidon,3,canopy clear,upland,UP48A,HH48,67,,8,PIWA,,2,1,3
5/22/2023,2023,7:07,halidon,3,canopy clear,upland,UP48A,HH48,67,,8,BHNU,,,1,1
5/20/2023,2023,8:15,halidon,1,canopy clear,upland,UP34rA,HH34r,69,,2,RHWO,,1,1,2
5/20/2023,2023,8:15,halidon,1,canopy clear,upland,UP34rA,HH34r,69,,2,BASP,,,1,1
5/20/2023,2023,8:15,halidon,1,canopy clear,upland,UP34rA,HH34r,69,,2,EAKI,,1,,1
5/20/2023,2023,8:15,halidon,1,canopy clear,upland,UP34rA,HH34r,69,,2,OROR,,,1,1
5/20/2023,2023,8:15,halidon,1,canopy clear,upland,UP34rA,HH34r,69,,2,NOMO,,,2,2
5/20/2023,2023,8:15,halidon,1,canopy clear,upland,UP34rA,HH34r,69,,2,BHNU,,,1,1
5/20/2023,2023,8:24,halidon,1,canopy clear,upland,UP01,HH34,70,,3,NOMO,,1,1,2
