date,year,time,site,block,treatment,site_type,wetland_id,pair_id,temp,water,wind,species,method,25m,50m,total
5/20/2023,2023,8:24,halidon,1,canopy clear,upland,UP01,HH34,70,,3,COYE,,,1,1
5/20/2023,2023,8:24,halidon,1,canopy clear,upland,UP01,HH34,70,,3,EAKI,,1,,1
5/20/2023,2023,8:24,halidon,1,canopy clear,upland,UP01,HH34,70,,3,INBU,,1,,1
5/20/2023,2023,8:33,halidon,1,none,wetland,HH34,UP01,70,no,3,COYE,,1,2,3
5/20/2023,2023,8:33,halidon,1,none,wetland,HH34,UP01,70,no,3,NOMO,,,1,1
5/20/2023,2023,8:33,halidon,1,none,wetland,HH34,UP01,70,no,3,YBCH,,,1,1
5/20/2023,2023,8:33,halidon,1,none,wetland,HH34,UP01,70,no,3,BGGN,,1,1,2
5/20/2023,2023,8:33,halidon,1,none,wetland,HH34,UP01,70,no,3,OROR,,2,,2
5/20/2023,2023,8:33,halidon,1,none,wetland,HH34,UP01,70,no,3,BRTH,,1,,1
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,BGGN,,,2,2
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,YTWA,,,1,1
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,BASP,,,1,1
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,RHWO,,1,,1
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,BHCO,,1,,1
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,PIWA,,1,,1
5/22/2023,2023,8:32,halidon,3,none,upland,UP03,HH49,72,,7,CARW,,,1,1
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,PIWA,,1,,1
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,RBWO,,1,,1
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,CACH,,,2,2
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,BHCO,,,1,1
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,BHNU,,3,,3
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,DOWO,,2,,2
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,BGGN,,,2,2
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,INBU,,,1,1
5/22/2023,2023,8:44,halidon,3,none,upland,UP50A,HH50,72,,6,WBNU,,1,,1
5/23/2023,2023,7:12,halidon,7,none,wetland,HH46,UP46A,63,yes,2,BGGN,,1,,1
5/23/2023,2023,7:12,halidon,7,none,wetland,HH46,UP46A,63,yes,2,COYE,,1,,1
5/23/2023,2023,7:12,halidon,7,none,wetland,HH46,UP46A,63,yes,2,BHCO,,3,,3
5/23/2023,2023,7:12,halidon,7,none,wetland,HH46,UP46A,63,yes,2,EATO,,,1,1
5/22/2023,2023,7:45,halidon,3,cut leave,wetland,HH48,UP48A,68,yes,1,PIWA,,,3,3
5/22/2023,2023,7:45,halidon,3,cut leave,wetland,HH48,UP48A,68,yes,1,COYE,,,2,2
5/22/2023,2023,7:45,halidon,3,cut leave,wetland,HH48,UP48A,68,yes,1,RHWO,,,1,1
5/22/2023,2023,7:45,halidon,3,cut leave,wetland,HH48,UP48A,68,yes,1,BGGN,,1,,1
5/22/2023,2023,7:45,halidon,3,cut leave,wetland,HH48,UP48A,68,yes,1,CACH,,1,,1
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,COYE,,1,,1
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,NOCA,,1,,1
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,BGGN,,2,,2
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,CACH,,2,,2
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,EAWP,,,1,1
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,GCFL,,1,,1
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,RBWO,,1,1,2
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,RHWO,,2,2,4
5/22/2023,2023,7:54,halidon,3,none,wetland,HH49,UP03,69,yes,2,PIWA,,,1,1
5/22/2023,2023,8:23,halidon,3,cut remove,wetland,HH50,UP50A,71,no,0,YTWA,,1,1,2
5/22/2023,2023,8:23,halidon,3,cut remove,wetland,HH50,UP50A,71,no,0,NOCA,,2,1,3
5/22/2023,2023,8:23,halidon,3,cut remove,wetland,HH50,UP50A,71,no,0,BGGN,,2,,2
5/22/2023,2023,8:23,halidon,3,cut remove,wetland,HH50,UP50A,71,no,0,EABL,,,1,1
5/22/2023,2023,8:23,halidon,3,cut remove,wetland,HH50,UP50A,71,no,0,RBWO,,,1,1
5/23/2023,2023,8:42,halidon,7,none,wetland,HH43,UP43A,68,no,0,BGGN,,,2,2
5/23/2023,2023,8:42,halidon,7,none,wetland,HH43,UP43A,68,no,0,COYE,,,2,2
5/23/2023,2023,8:42,halidon,7,none,wetland,HH43,UP43A,68,no,0,NOCA,,1,1,2
5/23/2023,2023,8:42,halidon,7,none,wetland,HH43,UP43A,68,no,0,NOPA,,1,,1
5/23/2023,2023,8:42,halidon,7,none,wetland,HH43,UP43A,68,no,0,PIWA,,,1,1
5/23/2023,2023,8:56,halidon,7,none,upland,UP43A,HH43,69,,1,INBU,,1,,1
5/23/2023,2023,8:56,halidon,7,none,upland,UP43A,HH43,69,,1,PIWA,,,1,1
5/23/2023,2023,8:56,halidon,7,none,upland,UP43A,HH43,69,,1,COYE,,,1,1
5/23/2023,2023,8:56,halidon,7,none,upland,UP43A,HH43,69,,1,EAKI,,,1,1
5/23/2023,2023,8:56,halidon,7,none,upland,UP43A,HH43,69,,1,BHNU,,,1,1
5/23/2023,2023,8:56,halidon,7,none,upland,UP43A,HH43,69,,1,NOCA,,1,,1
5/24/2023,2023,7:05,halidon,2,cut leave,wetland,HH17,UP17A,62,yes,3,DOWO,,1,,1
5/24/2023,2023,7:05,halidon,2,cut leave,wetland,HH17,UP17A,62,yes,3,BGGN,,2,,2
5/24/2023,2023,7:05,halidon,2,cut leave,wetland,HH17,UP17A,62,yes,3,BHNU,,1,2,3
5/24/2023,2023,7:05,halidon,2,cut leave,wetland,HH17,UP17A,62,yes,3,NOMO,,,1,1
5/24/2023,2023,7:05,halidon,2,cut leave,wetland,HH17,UP17A,62,yes,3,EABL,,,1,1
5/23/2023,2023,7:26,halidon,7,none,upland,UP46A,HH46,63,,1,BASP,,,2,2
5/23/2023,2023,7:26,halidon,7,none,upland,UP46A,HH46,63,,1,BLGR,,,1,1
5/23/2023,2023,7:26,halidon,7,none,upland,UP46A,HH46,63,,1,COYE,,,1,1
5/23/2023,2023,7:26,halidon,7,none,upland,UP46A,HH46,63,,1,KILL,,,1,1
5/23/2023,2023,7:54,halidon,7,none,wetland,HH45,UP45A,64,no,0,EABL,,,1,1
5/23/2023,2023,7:54,halidon,7,none,wetland,HH45,UP45A,64,no,0,BLGR,,,2,2
5/23/2023,2023,7:54,halidon,7,none,wetland,HH45,UP45A,64,no,0,BGGN,,1,,1
5/23/2023,2023,7:54,halidon,7,none,wetland,HH45,UP45A,64,no,0,COYE,,1,,1
5/23/2023,2023,8:08,halidon,7,none,upland,UP45A,HH45,65,,2,BGGN,,,1,1
5/23/2023,2023,8:08,halidon,7,none,upland,UP45A,HH45,65,,2,COYE,,1,1,2
5/23/2023,2023,8:08,halidon,7,none,upland,UP45A,HH45,65,,2,OROR,,,1,1
5/24/2023,2023,8:21,halidon,2,none,wetland,HH22,UP22A,63,yes,4,BGGN,,1,,1
5/24/2023,2023,8:21,halidon,2,none,wetland,HH22,UP22A,63,yes,4,OROR,,,1,1
5/24/2023,2023,8:21,halidon,2,none,wetland,HH22,UP22A,63,yes,4,COYE,,,1,1
5/24/2023,2023,8:35,halidon,2,canopy clear,upland,UP22A,HH22,63,,2,EABL,,,1,1
5/24/2023,2023,8:35,halidon,2,canopy clear,upland,UP22A,HH22,63,,2,NOMO,,,1,1
5/24/2023,2023,8:35,halidon,2,canopy clear,upland,UP22A,HH22,63,,2,COYE,,,1,1
5/24/2023,2023,8:35,halidon,2,canopy clear,upland,UP22A,HH22,63,,2,TUTI,,,1,1
5/24/2023,2023,9:06,halidon,7,none,wetland,HH30,UP30A,64,no,2,COYE,,2,,2
5/24/2023,2023,9:06,halidon,7,none,wetland,HH30,UP30A,64,no,2,PIWA,,,1,1
5/24/2023,2023,9:06,halidon,7,none,wetland,HH30,UP30A,64,no,2,EATO,,1,1,2
5/24/2023,2023,9:06,halidon,7,none,wetland,HH30,UP30A,64,no,2,DOWO,,,1,1
5/24/2023,2023,7:17,halidon,2,canopy clear,upland,UP17A,HH17,62,,0,BHNU,,1,1,2
5/24/2023,2023,7:17,halidon,2,canopy clear,upland,UP17A,HH17,62,,0,BASP,,1,1,2
5/24/2023,2023,7:17,halidon,2,canopy clear,upland,UP17A,HH17,62,,0,COYE,,1,1,2
5/24/2023,2023,7:17,halidon,2,canopy clear,upland,UP17A,HH17,62,,0,PIWA,,,1,1
5/24/2023,2023,7:17,halidon,2,canopy clear,upland,UP17A,HH17,62,,0,EABL,,,1,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,NOMO,,,1,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,COGR,,,1,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,BHNU,,1,,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,BGGN,,1,,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,COYE,,1,,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,BASP,,,1,1
5/24/2023,2023,7:39,halidon,2,none,wetland,HH14,UP02,63,yes,1,DOWO,,1,,1
5/24/2023,2023,7:48,halidon,2,canopy clear,upland,UP02,HH14,64,,2,KILL,,1,,1
5/24/2023,2023,7:48,halidon,2,canopy clear,upland,UP02,HH14,64,,2,COGR,,1,,1
5/24/2023,2023,7:48,halidon,2,canopy clear,upland,UP02,HH14,64,,2,BASP,,,1,1
5/24/2023,2023,7:48,halidon,2,canopy clear,upland,UP02,HH14,64,,2,OROR,,,1,1
5/25/2023,2023,7:42,halidon,4,none,upland,UP05A,HH05,64,,5,COYE,,2,1,3
5/25/2023,2023,7:42,halidon,4,none,upland,UP05A,HH05,64,,5,EATO,,,1,1
5/25/2023,2023,7:42,halidon,4,none,upland,UP05A,HH05,64,,5,PIWA,,1,,1
5/25/2023,2023,7:42,halidon,4,none,upland,UP05A,HH05,64,,5,RCWO,,,1,1
5/25/2023,2023,7:57,halidon,4,none,wetland,HH05,UP05A,64,,3,SUTA,,1,1,2
5/25/2023,2023,7:57,halidon,4,none,wetland,HH05,UP05A,64,,3,COYE,,,1,1
5/25/2023,2023,7:57,halidon,4,none,wetland,HH05,UP05A,64,no,3,PIWA,,2,,2
5/25/2023,2023,7:57,halidon,4,none,wetland,HH05,UP05A,64,no,3,CARW,,,1,1
5/25/2023,2023,7:57,halidon,4,none,wetland,HH05,UP05A,64,no,3,BHCO,,,1,1
5/25/2023,2023,7:57,halidon,4,none,wetland,HH05,UP05A,64,no,3,INBU,,,1,1
5/25/2023,2023,8:18,halidon,4,none,upland,UP04,HH04,65,,4,COYE,,,3,3
5/25/2023,2023,8:18,halidon,4,none,upland,UP04,HH04,65,,4,EABL,,,1,1
5/25/2023,2023,8:18,halidon,4,none,upland,UP04,HH04,65,,4,MODO,,1,,1
5/25/2023,2023,8:18,halidon,4,none,upland,UP04,HH04,65,,4,NOCA,,,2,2
5/25/2023,2023,8:18,halidon,4,none,upland,UP04,HH04,65,,4,GCFL,,1,,1
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,DOWO,,1,,1
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,COYE,,1,1,2
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,BHNU,,,1,1
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,OROR,,,1,1
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,RBWO,,1,,1
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,MODO,,1,,1
5/24/2023,2023,9:24,halidon,7,none,wetland,HH31,UP31A,72,yes,3,NOCA,,,1,1
5/25/2023,2023,7:00,halidon,4,none,wetland,HH07,UP07A,62,no,2,WEVI,,,1,1
5/25/2023,2023,7:00,halidon,4,none,wetland,HH07,UP07A,62,no,2,CARW,,1,2,3
5/25/2023,2023,7:00,halidon,4,none,wetland,HH07,UP07A,62,no,2,COYE,,1,1,2
5/25/2023,2023,7:00,halidon,4,none,wetland,HH07,UP07A,62,no,2,PIWA,,,1,1
5/25/2023,2023,7:00,halidon,4,none,wetland,HH07,UP07A,62,no,2,BHCO,,1,,1
5/25/2023,2023,7:00,halidon,4,none,wetland,HH07,UP07A,62,no,2,EATO,,,1,1
5/25/2023,2023,7:21,halidon,4,none,upland,UP07A,HH07,64,,2,COYE,,1,1,2
5/25/2023,2023,7:21,halidon,4,none,upland,UP07A,HH07,64,,2,PIWA,,,1,1
5/25/2023,2023,7:21,halidon,4,none,upland,UP07A,HH07,64,,2,EATO,,,2,2
5/25/2023,2023,7:21,halidon,4,none,upland,UP07A,HH07,64,,2,TUTI,,,1,1
5/25/2023,2023,8:24,halidon,4,none,wetland,HH04,UP04,67,yes,4,TUTI,,1,,1
5/25/2023,2023,8:24,halidon,4,none,wetland,HH04,UP04,67,yes,4,COYE,,,1,1
5/25/2023,2023,8:50,halidon,4,none,wetland,HH02,UP02A,69,no,4,NOCA,,3,,3
5/25/2023,2023,8:50,halidon,4,none,wetland,HH02,UP02A,69,no,4,BGGN,,1,,1
5/25/2023,2023,8:50,halidon,4,none,wetland,HH02,UP02A,69,no,4,YBCH,,,1,1
5/25/2023,2023,8:50,halidon,4,none,wetland,HH02,UP02A,69,no,4,CARW,,,1,1
5/30/2023,2023,6:47,halidon,1,cut remove,wetland,HH13,UP13A,66,yes,0,GCFL,,,1,1
5/30/2023,2023,6:47,halidon,1,cut remove,wetland,HH13,UP13A,66,yes,0,BGGN,,2,,2
5/30/2023,2023,6:47,halidon,1,cut remove,wetland,HH13,UP13A,66,yes,0,CACH,,3,,3
5/30/2023,2023,6:47,halidon,1,cut remove,wetland,HH13,UP13A,66,yes,0,SUTA,,1,,1
5/30/2023,2023,7:07,halidon,1,none,wetland,HH33,UP33A,66,no,0,NOCA,,1,,1
5/30/2023,2023,7:07,halidon,1,none,wetland,HH33,UP33A,66,no,0,CARW,,1,,1
5/30/2023,2023,7:07,halidon,1,none,wetland,HH33,UP33A,66,no,0,EATO,,2,,2
5/30/2023,2023,7:07,halidon,1,none,wetland,HH33,UP33A,66,no,0,BGGN,,1,,1
5/30/2023,2023,7:24,halidon,1,canopy clear,upland,UP33A,HH33,67,,0,BHNU,,1,1,2
5/30/2023,2023,7:24,halidon,1,canopy clear,upland,UP33A,HH33,67,,0,CONI,,1,,1
5/30/2023,2023,7:24,halidon,1,canopy clear,upland,UP33A,HH33,67,,0,COYE,,,2,2
5/30/2023,2023,7:24,halidon,1,canopy clear,upland,UP33A,HH33,67,,0,NOCA,,,1,1
5/30/2023,2023,7:24,halidon,1,canopy clear,upland,UP33A,HH33,67,,0,TUTI,,,2,2
5/30/2023,2023,7:24,halidon,1,canopy clear,upland,UP33A,HH33,67,,0,EATO,,,1,1
5/30/2023,2023,7:46,halidon,1,none,wetland,HH32,,68,yes,1,RHWO,,2,,2
5/30/2023,2023,7:46,halidon,1,none,wetland,HH32,,68,yes,1,BGGN,,2,,2
5/30/2023,2023,7:46,halidon,1,none,wetland,HH32,,68,yes,1,PIWA,,,1,1
5/30/2023,2023,7:46,halidon,1,none,wetland,HH32,,68,yes,1,COYE,,2,,2
5/30/2023,2023,7:46,halidon,1,none,wetland,HH32,,68,yes,1,TUTI,,,1,1
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,NOCA,,,1,1
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,EAWP,,1,,1
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,EATO,,1,,1
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,SUTA,,,1,1
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,BHNU,,,2,2
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,PIWA,,2,1,3
5/30/2023,2023,8:01,halidon,1,canopy clear,upland,UP31A,HH31,69,,0,OROR,,1,,1
5/30/2023,2023,8:24,halidon,1,none,wetland,HH34,UP01,70,yes,1,NOCA,,3,,3
5/30/2023,2023,8:24,halidon,1,none,wetland,HH34,UP01,70,yes,1,NOMO,,1,,1
5/30/2023,2023,8:24,halidon,1,none,wetland,HH34,UP01,70,yes,1,RBWO,,,1,1
5/30/2023,2023,8:24,halidon,1,none,wetland,HH34,UP01,70,yes,1,CARW,,2,1,3
5/30/2023,2023,8:24,halidon,1,none,wetland,HH34,UP01,70,yes,1,COYE,,1,,1
5/30/2023,2023,8:39,halidon,1,canopy clear,upland,UP01,HH34,71,,0,NOMO,,1,,1
5/30/2023,2023,8:39,halidon,1,canopy clear,upland,UP01,HH34,71,,0,COYE,,,1,1
5/30/2023,2023,8:39,halidon,1,canopy clear,upland,UP01,HH34,71,,0,RBWO,,,1,1
5/31/2023,2023,6:48,halidon,3,none,upland,UP50A,HH50,68,,4,EAWP,,,1,1
5/31/2023,2023,6:48,halidon,3,none,upland,UP50A,HH50,68,,4,PIWA,,2,1,3
5/31/2023,2023,6:48,halidon,3,none,upland,UP50A,HH50,68,,4,RBWO,,,1,1
5/31/2023,2023,6:48,halidon,3,none,upland,UP50A,HH50,68,,4,BHNU,,1,,1
5/31/2023,2023,6:48,halidon,3,none,upland,UP50A,HH50,68,,4,CACH,,1,,1
5/31/2023,2023,7:25,halidon,3,cut remove,wetland,HH50,UP50A,70,no,3,BHNU,,2,,2
5/31/2023,2023,7:25,halidon,3,cut remove,wetland,HH50,UP50A,70,no,3,CARW,,1,,1
5/31/2023,2023,7:25,halidon,3,cut remove,wetland,HH50,UP50A,70,no,3,YTWA,,2,1,3
5/31/2023,2023,7:25,halidon,3,cut remove,wetland,HH50,UP50A,70,no,3,PIWA,,,1,1
5/31/2023,2023,7:25,halidon,3,cut remove,wetland,HH50,UP50A,70,no,3,BLGR,,,1,1
5/31/2023,2023,7:36,halidon,3,none,upland,UP03,HH49,69,,3,TUTI,,1,,1
5/31/2023,2023,7:36,halidon,3,none,upland,UP03,HH49,69,,3,CACH,,,2,2
5/31/2023,2023,7:36,halidon,3,none,upland,UP03,HH49,69,,3,NOCA,,,1,1
5/31/2023,2023,7:36,halidon,3,none,upland,UP03,HH49,69,,3,YTWA,,,1,1
5/31/2023,2023,7:36,halidon,3,none,upland,UP03,HH49,69,,3,PIWA,,2,,2
5/31/2023,2023,7:50,halidon,3,none,wetland,HH49,UP03,70,yes,3,TUTI,,1,1,2
5/31/2023,2023,7:50,halidon,3,none,wetland,HH49,UP03,70,yes,3,CACH,,2,,2
5/31/2023,2023,7:50,halidon,3,none,wetland,HH49,UP03,70,yes,3,BGGN,,1,,1
5/31/2023,2023,7:50,halidon,3,none,wetland,HH49,UP03,70,yes,3,COYE,,,1,1
5/31/2023,2023,7:50,halidon,3,none,wetland,HH49,UP03,70,yes,3,RHWO,,2,,2
5/31/2023,2023,7:50,halidon,3,none,wetland,HH49,UP03,70,yes,3,BHCO,,1,,1
5/31/2023,2023,8:03,halidon,3,cut leave,wetland,HH48,UP48A,70,yes,2,NOCA,,1,,1
5/31/2023,2023,8:03,halidon,3,cut leave,wetland,HH48,UP48A,70,yes,2,COYE,,1,,1
5/31/2023,2023,8:03,halidon,3,cut leave,wetland,HH48,UP48A,70,yes,2,PIWA,,1,,1
5/31/2023,2023,8:24,halidon,3,canopy clear,upland,UP48A,HH48,71,,3,DOWO,,1,,1
5/31/2023,2023,8:24,halidon,3,canopy clear,upland,UP48A,HH48,71,,3,CACH,,1,,1
5/31/2023,2023,8:24,halidon,3,canopy clear,upland,UP48A,HH48,71,,3,BLGR,,,1,1
5/31/2023,2023,8:24,halidon,3,canopy clear,upland,UP48A,HH48,71,,3,TUTI,,,1,1
5/31/2023,2023,8:24,halidon,3,canopy clear,upland,UP48A,HH48,71,,3,BGGN,,,1,1
6/1/2023,2023,6:49,halidon,4,none,wetland,HH01,UP01A,67,no,2,COYE,,1,1,2
6/1/2023,2023,6:49,halidon,4,none,wetland,HH01,UP01A,67,no,2,INBU,,,1,1
6/1/2023,2023,6:49,halidon,4,none,wetland,HH01,UP01A,67,no,2,BGGN,,1,,1
6/1/2023,2023,6:49,halidon,4,none,wetland,HH01,UP01A,67,no,2,PIWA,,1,,1
6/1/2023,2023,6:49,halidon,4,none,wetland,HH01,UP01A,67,no,2,NOCA,,,2,2
6/1/2023,2023,7:07,halidon,4,none,upland,UP02A,HH02,67,,3,BGGN,,3,,3
6/1/2023,2023,7:07,halidon,4,none,upland,UP02A,HH02,67,,3,NOMO,,1,,1
6/1/2023,2023,7:07,halidon,4,none,upland,UP02A,HH02,67,,3,NOCA,,1,1,2
6/1/2023,2023,7:07,halidon,4,none,upland,UP02A,HH02,67,,3,INBU,,,1,1
6/1/2023,2023,7:29,halidon,4,none,upland,UP01A,HH01,68,,2,INBU,,,1,1
6/1/2023,2023,7:29,halidon,4,none,upland,UP01A,HH01,68,,2,CARW,,,1,1
6/1/2023,2023,7:29,halidon,4,none,upland,UP01A,HH01,68,,2,OROR,,,1,1
6/1/2023,2023,7:29,halidon,4,none,upland,UP01A,HH01,68,,2,COYE,,,1,1
6/1/2023,2023,7:29,halidon,4,none,upland,UP01A,HH01,68,,2,EATO,,,1,1
6/7/2023,2023,8:48,halidon,1,canopy clear,upland,UP34rA,HH34r,76,,5,EAKI,,2,,2
6/7/2023,2023,8:48,halidon,1,canopy clear,upland,UP34rA,HH34r,76,,5,BHCO,,,1,1
6/7/2023,2023,8:48,halidon,1,canopy clear,upland,UP34rA,HH34r,76,,5,OROR,,1,,1
6/7/2023,2023,8:48,halidon,1,canopy clear,upland,UP34rA,HH34r,76,,5,RHWO,,1,,1
